Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3,,
,,
,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01.11.2016,9238.759,12.829
02.11.2016,9249.02,10.261
03.11.2016,9273.839,24.819
04.11.2016,9298.271,24.432
05.11.2016,9314.001,15.73
06.11.2016,9336.424,22.423
07.11.2016,9350.571,14.147
08.11.2016,9377.26,26.689
09.11.2016,9395.682,18.422
10.11.2016,9409.125,13.443
11.11.2016,9434.777,25.652
12.11.2016,9447.464,12.687
13.11.2016,9458.547,11.083
14.11.2016,9474.686,16.139
15.11.2016,9488.159,13.473
16.11.2016,9509.933,21.774
17.11.2016,9534.767,24.834
18.11.2016,9551.018,16.251
19.11.2016,9577.656,26.638
20.11.2016,9596.991,19.335
21.11.2016,9616.962,19.971
22.11.2016,9619.789,2.827
23.11.2016,9632.477,12.688
24.11.2016,9650.562,18.085
25.11.2016,9665.542,14.98
26.11.2016,9679.841,14.299
27.11.2016,9690.458,10.617
28.11.2016,9712.972,22.514
29.11.2016,9739.802,26.83
30.11.2016,9748.183,8.381
