Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3,,
,,
,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01.12.2016,9770.829,22.646
02.12.2016,9794.486,23.657
03.12.2016,9820.774,26.288
04.12.2016,9835.126,14.352
05.12.2016,9851.094,15.968
06.12.2016,9872.395,21.301
07.12.2016,9899.151,26.756
08.12.2016,9910.532,11.381
09.12.2016,9931.201,20.669
10.12.2016,9947.739,16.538
11.12.2016,9972.212,24.473
12.12.2016,9997.632,25.42
13.12.2016,10012.865,15.233
14.12.2016,10032.71,19.845
15.12.2016,10060.206,27.496
16.12.2016,10076.972,16.766
17.12.2016,10099.556,22.584
18.12.2016,10122.936,23.38
19.12.2016,10147.61,24.674
20.12.2016,10166.875,19.265
21.12.2016,10188.233,21.358
22.12.2016,10215.968,27.735
23.12.2016,10240.487,24.519
24.12.2016,10262.472,21.985
25.12.2016,10286.264,23.792
26.12.2016,10295.513,9.249
27.12.2016,10303.757,8.244
28.12.2016,10319.216,15.459
29.12.2016,10332.91,13.694
30.12.2016,10356.257,23.347
31.12.2016,10381.873,25.616
