Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3,,
,,
,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01.04.2017,12114.884,12.022
02.04.2017,12124.099,9.215
03.04.2017,12143.085,18.986
04.04.2017,12161.444,18.359
05.04.2017,12177.014,15.57
06.04.2017,12192.353,15.339
07.04.2017,12209.364,17.011
08.04.2017,12225.011,15.647
09.04.2017,12228.924,3.913
10.04.2017,12232.638,3.714
11.04.2017,12245.247,12.609
12.04.2017,12262.37,17.123
13.04.2017,12278.412,16.042
14.04.2017,12283.675,5.263
15.04.2017,12295.832,12.157
16.04.2017,12305.034,9.202
17.04.2017,12315.508,10.474
18.04.2017,12327.689,12.181
19.04.2017,12341.717,14.028
20.04.2017,12355.069,13.352
21.04.2017,12361.38,6.311
22.04.2017,12373.03,11.65
23.04.2017,12383.883,10.853
24.04.2017,12394.915,11.032
25.04.2017,12399.723,4.808
26.04.2017,12412.515,12.792
27.04.2017,12420.041,7.526
28.04.2017,12424.563,4.522
29.04.2017,12431.834,7.271
30.04.2017,12439.604,7.77
