Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/12/2021,34125.026,15.718
02/12/2021,34144.439,19.413
03/12/2021,34162.147,17.708
04/12/2021,34183.891,21.744
05/12/2021,34206.319,22.428
06/12/2021,34229.103,22.784
07/12/2021,34234.145,5.042
08/12/2021,34248.544,14.399
09/12/2021,34257.303,8.759
10/12/2021,34274.357,17.054
11/12/2021,34295.710,21.353
12/12/2021,34320.009,24.299
13/12/2021,34340.115,20.106
14/12/2021,34365.389,25.274
15/12/2021,34369.950,4.561
16/12/2021,34397.016,27.066
17/12/2021,34420.778,23.762
18/12/2021,34444.750,23.972
19/12/2021,34454.937,10.187
20/12/2021,34481.535,26.598
21/12/2021,34508.115,26.580
22/12/2021,34526.268,18.153
23/12/2021,34550.642,24.374
24/12/2021,34576.836,26.194
25/12/2021,34595.347,18.511
26/12/2021,34609.856,14.509
27/12/2021,34633.942,24.086
28/12/2021,34659.509,25.567
29/12/2021,34685.875,26.366
30/12/2021,34711.847,25.972
31/12/2021,34737.090,25.243
