Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/10/2019,23754.428,22.199
02/10/2019,23773.299,18.871
03/10/2019,23794.789,21.490
04/10/2019,23801.015,6.226
05/10/2019,23817.139,16.124
06/10/2019,23833.373,16.234
07/10/2019,23848.572,15.199
08/10/2019,23863.107,14.535
09/10/2019,23872.819,9.712
10/10/2019,23881.900,9.081
11/10/2019,23901.102,19.202
12/10/2019,23919.364,18.262
13/10/2019,23936.600,17.236
14/10/2019,23954.128,17.528
15/10/2019,23974.205,20.077
16/10/2019,23983.633,9.428
17/10/2019,23993.736,10.103
18/10/2019,24015.451,21.715
19/10/2019,24029.987,14.536
20/10/2019,24043.860,13.873
21/10/2019,24059.795,15.935
22/10/2019,24083.853,24.058
23/10/2019,24108.296,24.443
24/10/2019,24132.689,24.393
25/10/2019,24141.662,8.973
26/10/2019,24156.303,14.641
27/10/2019,24166.423,10.120
28/10/2019,24191.347,24.924
29/10/2019,24217.061,25.714
30/10/2019,24241.348,24.287
31/10/2019,24265.279,23.931
