Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/03/2015,1577.805,24.242
02/03/2015,1596.492,18.687
03/03/2015,1618.507,22.015
04/03/2015,1641.289,22.782
05/03/2015,1660.395,19.106
06/03/2015,1667.588,7.193
07/03/2015,1675.558,7.970
08/03/2015,1695.144,19.586
09/03/2015,1713.024,17.880
10/03/2015,1735.849,22.825
11/03/2015,1757.812,21.963
12/03/2015,1772.959,15.147
13/03/2015,1796.721,23.762
14/03/2015,1815.662,18.941
15/03/2015,1835.054,19.392
16/03/2015,1848.110,13.056
17/03/2015,1855.069,6.959
18/03/2015,1865.133,10.064
19/03/2015,1883.055,17.922
20/03/2015,1904.382,21.327
21/03/2015,1926.448,22.066
22/03/2015,1947.018,20.570
23/03/2015,1950.559,3.541
24/03/2015,1956.602,6.043
25/03/2015,1971.159,14.557
26/03/2015,1984.026,12.867
27/03/2015,1990.363,6.337
28/03/2015,1998.261,7.898
29/03/2015,2018.814,20.553
30/03/2015,2039.196,20.382
31/03/2015,2058.751,19.555
