Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/07/2019,22885.518,5.635
02/07/2019,22891.297,5.779
03/07/2019,22894.645,3.348
04/07/2019,22900.239,5.594
05/07/2019,22908.014,7.775
06/07/2019,22915.357,7.343
07/07/2019,22919.151,3.794
08/07/2019,22925.728,6.577
09/07/2019,22931.123,5.395
10/07/2019,22937.837,6.714
11/07/2019,22940.971,3.134
12/07/2019,22944.624,3.653
13/07/2019,22949.472,4.848
14/07/2019,22952.344,2.872
15/07/2019,22957.369,5.025
16/07/2019,22961.147,3.778
17/07/2019,22963.584,2.437
18/07/2019,22969.745,6.161
19/07/2019,22977.918,8.173
20/07/2019,22987.789,9.871
21/07/2019,22994.652,6.863
22/07/2019,23004.344,9.692
23/07/2019,23011.443,7.099
24/07/2019,23016.970,5.527
25/07/2019,23020.381,3.411
26/07/2019,23023.577,3.196
27/07/2019,23030.090,6.513
28/07/2019,23038.546,8.456
29/07/2019,23045.926,7.380
30/07/2019,23052.453,6.527
31/07/2019,23062.419,9.966
