Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/07/2018,17784.921,7.699
02/07/2018,17792.785,7.864
03/07/2018,17797.577,4.792
04/07/2018,17800.905,3.328
05/07/2018,17803.686,2.781
06/07/2018,17809.147,5.461
07/07/2018,17814.018,4.871
08/07/2018,17818.609,4.591
09/07/2018,17823.937,5.328
10/07/2018,17828.031,4.094
11/07/2018,17832.882,4.851
12/07/2018,17838.197,5.315
13/07/2018,17844.498,6.301
14/07/2018,17853.485,8.987
15/07/2018,17863.808,10.323
16/07/2018,17867.594,3.786
17/07/2018,17876.730,9.136
18/07/2018,17887.931,11.201
19/07/2018,17897.496,9.565
20/07/2018,17903.251,5.755
21/07/2018,17909.932,6.681
22/07/2018,17921.414,11.482
23/07/2018,17928.780,7.366
24/07/2018,17934.496,5.716
25/07/2018,17942.489,7.993
26/07/2018,17951.247,8.758
27/07/2018,17962.981,11.734
28/07/2018,17974.396,11.415
29/07/2018,17981.325,6.929
30/07/2018,17987.691,6.366
31/07/2018,17998.308,10.617
