Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/05/2015,2439.620,15.172
02/05/2015,2447.357,7.737
03/05/2015,2461.961,14.604
04/05/2015,2477.908,15.947
05/05/2015,2484.555,6.647
06/05/2015,2493.505,8.950
07/05/2015,2500.241,6.736
08/05/2015,2504.245,4.004
09/05/2015,2511.157,6.912
10/05/2015,2516.172,5.015
11/05/2015,2525.077,8.905
12/05/2015,2530.815,5.738
13/05/2015,2537.201,6.386
14/05/2015,2542.394,5.193
15/05/2015,2545.423,3.029
16/05/2015,2558.220,12.797
17/05/2015,2571.767,13.547
18/05/2015,2584.947,13.180
19/05/2015,2587.349,2.402
20/05/2015,2594.855,7.506
21/05/2015,2599.889,5.034
22/05/2015,2606.664,6.775
23/05/2015,2618.562,11.898
24/05/2015,2628.592,10.030
25/05/2015,2636.471,7.879
26/05/2015,2643.568,7.097
27/05/2015,2650.079,6.511
28/05/2015,2659.296,9.217
29/05/2015,2665.877,6.581
30/05/2015,2674.833,8.956
31/05/2015,2678.618,3.785
