Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/11/2015,4354.359,10.962
02/11/2015,4360.287,5.928
03/11/2015,4383.060,22.773
04/11/2015,4403.050,19.990
05/11/2015,4414.861,11.811
06/11/2015,4418.295,3.434
07/11/2015,4439.182,20.887
08/11/2015,4460.788,21.606
09/11/2015,4482.530,21.742
10/11/2015,4487.757,5.227
11/11/2015,4503.616,15.859
12/11/2015,4525.622,22.006
13/11/2015,4539.246,13.624
14/11/2015,4554.559,15.313
15/11/2015,4579.578,25.019
16/11/2015,4604.195,24.617
17/11/2015,4626.224,22.029
18/11/2015,4649.456,23.232
19/11/2015,4665.876,16.420
20/11/2015,4673.309,7.433
21/11/2015,4694.302,20.993
22/11/2015,4719.140,24.838
23/11/2015,4739.295,20.155
24/11/2015,4765.188,25.893
25/11/2015,4775.474,10.286
26/11/2015,4797.713,22.239
27/11/2015,4811.717,14.004
28/11/2015,4833.050,21.333
29/11/2015,4852.592,19.542
30/11/2015,4877.063,24.471
