Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/05/2016,7510.496,6.423
02/05/2016,7523.845,13.349
03/05/2016,7530.578,6.733
04/05/2016,7541.870,11.292
05/05/2016,7554.212,12.342
06/05/2016,7568.012,13.800
07/05/2016,7580.435,12.423
08/05/2016,7582.102,1.667
09/05/2016,7585.897,3.795
10/05/2016,7592.684,6.787
11/05/2016,7596.263,3.579
12/05/2016,7600.711,4.448
13/05/2016,7609.294,8.583
14/05/2016,7620.857,11.563
15/05/2016,7628.049,7.192
16/05/2016,7638.056,10.007
17/05/2016,7642.204,4.148
18/05/2016,7647.638,5.434
19/05/2016,7649.773,2.135
20/05/2016,7658.851,9.078
21/05/2016,7667.874,9.023
22/05/2016,7676.108,8.234
23/05/2016,7684.883,8.775
24/05/2016,7692.989,8.106
25/05/2016,7698.106,5.117
26/05/2016,7700.056,1.950
27/05/2016,7707.677,7.621
28/05/2016,7715.579,7.902
29/05/2016,7720.865,5.286
30/05/2016,7731.426,10.561
31/05/2016,7741.568,10.142
