Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3,,
,,
,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/09/2016,8390.191,7.558
02/09/2016,8398.24,8.049
03/09/2016,8408.811,10.571
04/09/2016,8419.165,10.354
05/09/2016,8429.695,10.53
06/09/2016,8443.664,13.969
07/09/2016,8462.603,18.939
08/09/2016,8477.895,15.292
09/09/2016,8481.943,4.048
10/09/2016,8490.172,8.229
11/09/2016,8498.748,8.576
12/09/2016,8503.787,5.039
13/09/2016,8506.652,2.865
14/09/2016,8519.26,12.608
15/09/2016,8527.932,8.672
16/09/2016,8538.349,10.417
17/09/2016,8556.313,17.964
18/09/2016,8560.021,3.708
19/09/2016,8574.007,13.986
20/09/2016,8593.895,19.888
21/09/2016,8601.29,7.395
22/09/2016,8606.484,5.194
23/09/2016,8622.889,16.405
24/09/2016,8639.24,16.351
25/09/2016,8658.714,19.474
26/09/2016,8671.082,12.368
27/09/2016,8685.446,14.364
28/09/2016,8704.757,19.311
29/09/2016,8720.166,15.409
30/09/2016,8735.583,15.417
