Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/05/2019,22508.599,6.465
02/05/2019,22514.029,5.430
03/05/2019,22524.920,10.891
04/05/2019,22531.583,6.663
05/05/2019,22537.540,5.957
06/05/2019,22544.789,7.249
07/05/2019,22557.419,12.630
08/05/2019,22564.806,7.387
09/05/2019,22570.023,5.217
10/05/2019,22572.884,2.861
11/05/2019,22577.497,4.613
12/05/2019,22582.209,4.712
13/05/2019,22590.779,8.570
14/05/2019,22600.368,9.589
15/05/2019,22606.219,5.851
16/05/2019,22616.596,10.377
17/05/2019,22627.464,10.868
18/05/2019,22638.198,10.734
19/05/2019,22647.369,9.171
20/05/2019,22651.654,4.285
21/05/2019,22659.118,7.464
22/05/2019,22669.024,9.906
23/05/2019,22678.703,9.679
24/05/2019,22681.091,2.388
25/05/2019,22689.030,7.939
26/05/2019,22697.070,8.040
27/05/2019,22703.196,6.126
28/05/2019,22705.915,2.719
29/05/2019,22712.289,6.374
30/05/2019,22717.891,5.602
31/05/2019,22722.847,4.956
