Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3,,
,,
,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/08/2016,8095.319,2.651
02/08/2016,8103.962,8.643
03/08/2016,8110.497,6.535
04/08/2016,8119.97,9.473
05/08/2016,8129.023,9.053
06/08/2016,8134.877,5.854
07/08/2016,8146.325,11.448
08/08/2016,8154.276,7.951
09/08/2016,8162.327,8.051
10/08/2016,8173.052,10.725
11/08/2016,8181.238,8.186
12/08/2016,8191.04,9.802
13/08/2016,8200.66,9.62
14/08/2016,8211.006,10.346
15/08/2016,8226.641,15.635
16/08/2016,8242.16,15.519
17/08/2016,8252.039,9.879
18/08/2016,8266.562,14.523
19/08/2016,8268.627,2.065
20/08/2016,8276.039,7.412
21/08/2016,8282.974,6.935
22/08/2016,8289.746,6.772
23/08/2016,8302.16,12.414
24/08/2016,8315.281,13.121
25/08/2016,8323.813,8.532
26/08/2016,8332.532,8.719
27/08/2016,8344.156,11.624
28/08/2016,8356.04,11.884
29/08/2016,8370.15,14.11
30/08/2016,8373.985,3.835
31/08/2016,8382.633,8.648
