Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/12/2015,4899.144,22.081
02/12/2015,4922.682,23.538
03/12/2015,4948.396,25.714
04/12/2015,4974.184,25.788
05/12/2015,4996.965,22.781
06/12/2015,5009.649,12.684
07/12/2015,5016.901,7.252
08/12/2015,5036.743,19.842
09/12/2015,5060.863,24.120
10/12/2015,5086.876,26.013
11/12/2015,5098.057,11.181
12/12/2015,5117.664,19.607
13/12/2015,5140.483,22.819
14/12/2015,5165.903,25.420
15/12/2015,5191.535,25.632
16/12/2015,5218.115,26.580
17/12/2015,5244.262,26.147
18/12/2015,5267.459,23.197
19/12/2015,5285.206,17.747
20/12/2015,5296.991,11.785
21/12/2015,5314.923,17.932
22/12/2015,5340.094,25.171
23/12/2015,5365.820,25.726
24/12/2015,5389.410,23.590
25/12/2015,5416.467,27.057
26/12/2015,5435.775,19.308
27/12/2015,5456.196,20.421
28/12/2015,5483.878,27.682
29/12/2015,5511.115,27.237
30/12/2015,5535.908,24.793
31/12/2015,5560.891,24.983
