Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/05/2020,27241.898,3.747
02/05/2020,27247.391,5.493
03/05/2020,27254.719,7.328
04/05/2020,27257.922,3.203
05/05/2020,27270.527,12.605
06/05/2020,27279.305,8.778
07/05/2020,27285.778,6.473
08/05/2020,27295.804,10.026
09/05/2020,27299.189,3.385
10/05/2020,27308.696,9.507
11/05/2020,27315.226,6.530
12/05/2020,27323.260,8.034
13/05/2020,27329.051,5.791
14/05/2020,27338.427,9.376
15/05/2020,27348.815,10.388
16/05/2020,27359.093,10.278
17/05/2020,27369.043,9.950
18/05/2020,27378.775,9.732
19/05/2020,27382.329,3.554
20/05/2020,27388.247,5.918
21/05/2020,27394.553,6.306
22/05/2020,27399.316,4.763
23/05/2020,27402.330,3.014
24/05/2020,27406.461,4.131
25/05/2020,27415.011,8.550
26/05/2020,27423.509,8.498
27/05/2020,27428.595,5.086
28/05/2020,27434.609,6.014
29/05/2020,27442.243,7.634
30/05/2020,27449.762,7.519
31/05/2020,27455.593,5.831
