Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/11/2019,24286.142,20.863
02/11/2019,24288.683,2.541
03/11/2019,24296.967,8.284
04/11/2019,24306.554,9.587
05/11/2019,24329.852,23.298
06/11/2019,24347.335,17.483
07/11/2019,24352.419,5.084
08/11/2019,24367.173,14.754
09/11/2019,24375.967,8.794
10/11/2019,24387.610,11.643
11/11/2019,24411.364,23.754
12/11/2019,24429.509,18.145
13/11/2019,24439.436,9.927
14/11/2019,24455.034,15.598
15/11/2019,24465.353,10.319
16/11/2019,24483.579,18.226
17/11/2019,24502.451,18.872
18/11/2019,24528.676,26.225
19/11/2019,24552.028,23.352
20/11/2019,24577.156,25.128
21/11/2019,24592.674,15.518
22/11/2019,24614.973,22.299
23/11/2019,24638.483,23.510
24/11/2019,24665.582,27.099
25/11/2019,24680.415,14.833
26/11/2019,24699.345,18.930
27/11/2019,24726.546,27.201
28/11/2019,24752.930,26.384
29/11/2019,24772.655,19.725
