Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/10/2020,28505.629,20.575
02/10/2020,28527.110,21.481
03/10/2020,28545.581,18.471
04/10/2020,28553.085,7.504
05/10/2020,28558.188,5.103
06/10/2020,28562.316,4.128
07/10/2020,28569.537,7.221
08/10/2020,28578.868,9.331
09/10/2020,28590.074,11.206
10/10/2020,28606.216,16.142
11/10/2020,28623.373,17.157
12/10/2020,28643.711,20.338
13/10/2020,28654.015,10.304
14/10/2020,28674.469,20.454
15/10/2020,28678.293,3.824
16/10/2020,28696.298,18.005
17/10/2020,28708.749,12.451
18/10/2020,28722.659,13.910
19/10/2020,28734.339,11.680
20/10/2020,28751.654,17.315
21/10/2020,28767.431,15.777
22/10/2020,28788.934,21.503
23/10/2020,28798.428,9.494
24/10/2020,28808.511,10.083
25/10/2020,28825.524,17.013
26/10/2020,28849.886,24.362
27/10/2020,28871.456,21.570
28/10/2020,28891.976,20.520
29/10/2020,28909.309,17.333
30/10/2020,28924.643,15.334
31/10/2020,28932.173,7.530
