Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/07/2021,32246.221,6.872
02/07/2021,32250.871,4.650
03/07/2021,32254.986,4.115
04/07/2021,32258.082,3.096
05/07/2021,32262.277,4.195
06/07/2021,32267.133,4.856
07/07/2021,32273.053,5.920
08/07/2021,32279.506,6.453
09/07/2021,32286.966,7.460
10/07/2021,32290.928,3.962
11/07/2021,32298.092,7.164
12/07/2021,32303.108,5.016
13/07/2021,32308.737,5.629
14/07/2021,32312.227,3.490
15/07/2021,32318.153,5.926
16/07/2021,32321.547,3.394
17/07/2021,32325.134,3.587
18/07/2021,32331.230,6.096
19/07/2021,32336.920,5.690
20/07/2021,32338.693,1.773
21/07/2021,32343.568,4.875
22/07/2021,32348.908,5.340
23/07/2021,32354.686,5.778
24/07/2021,32358.975,4.289
25/07/2021,32363.437,4.462
26/07/2021,32369.387,5.950
27/07/2021,32376.229,6.842
28/07/2021,32383.557,7.328
29/07/2021,32392.170,8.613
30/07/2021,32401.210,9.040
31/07/2021,32411.198,9.988
