Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01/06/2015,2685.694,7.076
02/06/2015,2690.185,4.491
03/06/2015,2699.289,9.104
04/06/2015,2705.847,6.558
05/06/2015,2714.792,8.945
06/06/2015,2721.209,6.417
07/06/2015,2728.268,7.059
08/06/2015,2737.937,9.669
09/06/2015,2747.050,9.113
10/06/2015,2753.009,5.959
11/06/2015,2763.122,10.113
12/06/2015,2769.215,6.093
13/06/2015,2777.379,8.164
14/06/2015,2786.175,8.796
15/06/2015,2793.446,7.271
16/06/2015,2796.600,3.154
17/06/2015,2800.318,3.718
18/06/2015,2802.684,2.366
19/06/2015,2808.093,5.409
20/06/2015,2813.852,5.759
21/06/2015,2823.609,9.757
22/06/2015,2830.216,6.607
23/06/2015,2831.596,1.380
24/06/2015,2838.591,6.995
25/06/2015,2844.360,5.769
26/06/2015,2850.835,6.475
27/06/2015,2855.016,4.181
28/06/2015,2857.907,2.891
29/06/2015,2862.892,4.985
30/06/2015,2870.247,7.355
